category,name,display_name,taxonomy_path,unit,price_expected,price_additional,price_max_guarantee,material_allowance,labor_minutes,haul_off,rate_year,refer_note,basis,sources,confidence,flags
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Custom Paint Match Fee,Paint - Custom Paint Match Fee,Labor > Interior Walls & Ceilings > Paint > Custom Paint Match Fee,each,70,50,90,15,30,no,2026,,"Per each: take chip to store, scan/match custom color, buy sample, verify. Flat add-on fee. Not per-sf.",Paint store custom color-match/scan fee + trip; Sherwin/Behr computer match; sample quart ~$10-15,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Bathroom Paint,Paint - Per Bathroom Paint,Labor > Interior Walls & Ceilings > Paint > Per Bathroom Paint,each,245,210,320,35,120,no,2026,,"Per each bathroom: heavy cut-in around vanity/tile/fixtures, 2 coats walls, small footprint but slow detail work.",Melbourne FL per-room paint; small bath high cut-in/detail; CertaPro/RPB $2-3.50/sf paintable; small room $150-300,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Bedroom Room Paint,Paint - Per Bedroom Room Paint,Labor > Interior Walls & Ceilings > Paint > Per Bedroom Room Paint,each,425,360,550,60,210,no,2026,,"Per each standard bedroom: prep, tape, cut-in, 2 coats walls (ceiling separate). ~3.5 hr solo + paint/supplies.",Melbourne FL avg bedroom repaint $300-$450; CertaPro/RPB per-room; anchor Full Interior $350/360min as scale check,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Closet / Pantry Paint,Paint - Per Closet / Pantry Paint,Labor > Interior Walls & Ceilings > Paint > Per Closet / Pantry Paint,each,150,105,195,20,75,no,2026,,"Per each closet/pantry: small but fiddly (corners, shelves). Cut-in heavy, 2 coats. ~1.25 hr + paint.","Melbourne per-room paint scaled to small enclosed space; lots of cut-in per sf, shelving to cut around",med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Hour Paint,Paint - Per Hour Paint,Labor > Interior Walls & Ceilings > Paint > Per Hour Paint,hour,100,,115,0,60,no,2026,,Per hour: hands-on painting at shop rate. 60 min = 1 billable hour at $100. Material supplied separately.,Painter hourly $45-$90/hr labor (Fixr); Manny billing rate $100/hr per SPEC; material billed separately,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Kitchen Paint,Paint - Per Kitchen Paint,Labor > Interior Walls & Ceilings > Paint > Per Kitchen Paint,each,360,305,470,50,180,no,2026,,"Per each kitchen: mask cabinets/counters, heavy cut-in, 2 coats on limited wall area. ~3 hr solo + paint.","Melbourne per-room paint; kitchen = lots of cut-in around cabinets/backsplash/appliances, less open wall",med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Per Square Foot Paint,Paint - Per Square Foot Paint,Labor > Interior Walls & Ceilings > Paint > Per Square Foot Paint,sq ft,3.0,,3.5,1,1,no,2026,,"Per sq ft paintable surface: 2 coats, standard color/prep. ~1.5 min/sf + ~$1/sf paint. All-in ~$2.50-3/sf.","Melbourne FL interior paint $2-$3.50/sf paintable, standard repaint (RPB, CertaPro 2026)",high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paint > Whole House Paint - Interior,Paint - Whole House Paint - Interior,Labor > Interior Walls & Ceilings > Paint > Whole House Paint - Interior,each,350,300,400,0,360,no,2026,,Per each: whole-house interior repaint base/day-rate anchor. Manny prices Full Interior at $350 base; scope scales.,Anchor Paint Full Interior $350/360min/$0 exact match; Melbourne full-interior repaint scales up from here,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paneling / Tongue & Groove > Install New - Ground Up,Paneling / Tongue & Groove - Install New - Ground Up,Labor > Interior Walls & Ceilings > Paneling / Tongue & Groove > Install New - Ground Up,sq ft,8.0,,9.25,4,3,no,2026,,"Per sq ft: install new T&G/paneling boards ground up (blind-nail, cut, fit). ~3 min/sf + ~$4/sf boards. All-in ~$7-8/sf.",Homewyse/Angi/HomeGuide T&G ceiling/paneling installed $4-$10/sf; material $2-$6/sf; labor $2-$4/sf 2026,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Paneling / Tongue & Groove > Replace,Paneling / Tongue & Groove - Replace,Labor > Interior Walls & Ceilings > Paneling / Tongue & Groove > Replace,sq ft,8.0,,10.5,4,3,yes,2026,,"Per sq ft: remove old paneling, install new boards. ~3 min/sf + ~$4/sf. Old paneling hauled to dump.",T&G/paneling installed $4-$10/sf; replace = tear old + install new; material $2-$6/sf; anchor Shiplap Install/Replace $250,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Plaster > Patch - Large,Plaster - Patch - Large,Labor > Interior Walls & Ceilings > Plaster > Patch - Large,each,240,205,310,35,120,no,2026,,"Per each large plaster patch: lath/backer, base + brown + finish coats, mesh, multi-cure, match texture. Slow.",Angi large plaster patch $310-$485/patch; large structural cracks $100-300; anchor Drywall Install New $240/120min,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Plaster > Patch - Medium,Plaster - Patch - Medium,Labor > Interior Walls & Ceilings > Plaster > Patch - Medium,each,145,100,190,20,75,no,2026,,"Per each medium plaster patch: fill, mesh, multiple plaster coats, cure between, sand, texture-match. Anchor to smooth-finish scope.",Homewyse/Angi plaster repair national avg $310-485/patch high end; medium hole $100-200; anchor Drywall Smooth Finish $145/75min,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Plaster > Patch - Small,Plaster - Patch - Small,Labor > Interior Walls & Ceilings > Plaster > Patch - Small,each,85,60,110,10,45,no,2026,,"Per each small plaster patch: fill crack/hole, mesh if needed, 2 coats, sand, touch-up. Anchor to small-repair scope.",Angi/HomeGuide small plaster crack/hole $75-$200; hairline $20-50; anchor Drywall Nail Pop Repair $85/45min,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Popcorn > Remove Popcorn + Skim + Texture,Popcorn - Remove Popcorn + Skim + Texture,Labor > Interior Walls & Ceilings > Popcorn > Remove Popcorn + Skim + Texture,sq ft,5.0,,5.75,1,4,yes,2026,,"Per sq ft: scrape popcorn, skim smooth, re-texture ceiling. ~4 min/sf + ~$1/sf mud/texture. Scrapings hauled to dump.",Homewyse popcorn remove w/ refinish $1.84-$3.46/sf; FL full removal+finish $2-$6/sf; skim $1-3 + texture $0.50-1.25/sf,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Popcorn > Remove Popcorn Permanently,Popcorn - Remove Popcorn Permanently,Labor > Interior Walls & Ceilings > Popcorn > Remove Popcorn Permanently,sq ft,3.0,,3.5,0,2,yes,2026,,"Per sq ft: scrape popcorn off, no skim/finish. ~2 min/sf, minimal material. Scrapings hauled to dump. Asbestos test if pre-1980 (VERIFY on site).",Homewyse popcorn scrape only $1.28-$2.26/sf 2026; FL base non-asbestos $1-3/sf; anchor Popcorn Remove $225 flat,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Popcorn > Remove Popocorn + Skim,Popcorn - Remove Popcorn + Skim,Labor > Interior Walls & Ceilings > Popcorn > Remove Popocorn + Skim,sq ft,4.0,,4.5,1,3,yes,2026,,"Per sq ft: scrape popcorn, skim ceiling flat (no texture). ~3 min/sf + ~$1/sf mud. Scrapings hauled to dump.",Homewyse popcorn remove+skim $1.84-$3.46/sf; FL $2-6/sf w/ refinish; skim coat $1-3/sf,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Tongue & Groove > Install New - Ground Up,Tongue & Groove - Install New - Ground Up,Labor > Interior Walls & Ceilings > Tongue & Groove > Install New - Ground Up,sq ft,8.0,,9.25,4,3,no,2026,,Per sq ft: install new T&G plank ceiling/wall ground up. ~3 min/sf + ~$4/sf pine boards. All-in ~$7-8/sf.,Homewyse/Angi/HomeGuide T&G ceiling installed $4-$10/sf; pine $1.50-4/sf board; labor $2-4/sf 2026,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Tongue & Groove > Patch / Repair,Tongue & Groove - Patch / Repair,Labor > Interior Walls & Ceilings > Tongue & Groove > Patch / Repair,sq ft,175.0,,262.5,25,90,no,2026,,"[REVIEW-UNIT] Per each repair: remove damaged planks, cut and fit matching boards, blind-nail, blend. Discrete small-area repair.","T&G installed $4-10/sf; spot repair = pull damaged boards, cut/fit replacements; anchor Shiplap Install/Replace $250/120min",low,
Interior Walls & Ceilings,Interior Walls & Ceilings > Tongue & Groove > Refinish,Tongue & Groove - Refinish,Labor > Interior Walls & Ceilings > Tongue & Groove > Refinish,sq ft,6.25,,8.0,1,3,no,2026,,"Per sq ft: sand existing T&G, re-stain or re-seal 2 coats. ~3 min/sf + ~$1/sf stain/poly. All-in ~$4-5/sf.",T&G finishing/staining adds $2-4/sf; sand + stain/seal wood; interpolated from install labor,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Tongue & Groove > Remove Permanently,Tongue & Groove - Remove Permanently,Labor > Interior Walls & Ceilings > Tongue & Groove > Remove Permanently,sq ft,3.25,,4.25,0,2,yes,2026,,"Per sq ft: pry off T&G planks, pull nails, no refinish. ~2 min/sf, no material. Boards hauled to dump.",Demo/tear-out labor $1.50-$3/sf; pry T&G boards + nails off framing; no material,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Tongue & Groove > Replace,Tongue & Groove - Replace,Labor > Interior Walls & Ceilings > Tongue & Groove > Replace,sq ft,9.0,,11.75,4,4,yes,2026,,"Per sq ft: remove old T&G, install new plank. ~4 min/sf + ~$4/sf boards. Old boards hauled to dump.",T&G installed $4-10/sf; replace = tear old + install new; material $2-6/sf; anchor Shiplap Install/Replace $250,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Wallpaper > Install New - Ground Up,Wallpaper - Install New - Ground Up,Labor > Interior Walls & Ceilings > Wallpaper > Install New - Ground Up,each,290,245,335,40,150,no,2026,,"Per each (room/wall): prep surface, size, hang & match new wallpaper. Direct anchor match.",Anchor Wallpaper Install New $290/150min/$40; HomeGuide new hang $4-10/sf,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Wallpaper > Patch / Repair,Wallpaper - Patch / Repair,Labor > Interior Walls & Ceilings > Wallpaper > Patch / Repair,each,120,85,140,20,60,no,2026,,Per each: re-glue peeling seams or patch a section with matching paper. Direct anchor match.,Anchor Wallpaper Repair $120/60min/$20 exact match,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Wallpaper > Remove Permanently,Wallpaper - Remove Permanently,Labor > Interior Walls & Ceilings > Wallpaper > Remove Permanently,each,165,140,190,15,90,yes,2026,,"Per each (room/wall): score, steam/soak, strip paper, clean adhesive off wall. Direct anchor. Wet paper debris hauled.",Anchor Wallpaper Remove $165/90min/$15; Homewyse remove $2.99-6.09/sf; steam/soak strip,high,
Interior Walls & Ceilings,Interior Walls & Ceilings > Wallpaper > Replace,Wallpaper - Replace,Labor > Interior Walls & Ceilings > Wallpaper > Replace,each,455,385,590,55,240,yes,2026,,Per each (room/wall): strip old wallpaper AND hang new (remove + install combined). Sum of both anchors. Old paper hauled.,Anchors Wallpaper Remove $165 + Install New $290 combined; strip old then hang new,med,
Interior Walls & Ceilings,Interior Walls & Ceilings > Wallpaper > Surfacce Preparation,Wallpaper - Surfacce Preparation,Labor > Interior Walls & Ceilings > Wallpaper > Surfacce Preparation,each,120,85,155,15,60,no,2026,,"Per each (wall/room): clean, sand, skim glue residue, prime & size wall to accept new wallpaper. Prep-only step.","Wall prep before paper: skim/sand adhesive residue, prime/size; skim $1-3/sf; ~1hr per wall",med,
Landscaping,Landscaping > Install Holiday Lights,Install Holiday Lights,Labor > Landscaping > Install Holiday Lights,each,220,185,255,20,120,no,2026,,Direct anchor match - install side of Manny's holiday light task,Anchor: Christmas Lights Installation/Removal $220/120min; Angi holiday light install $200-$600,high,
Landscaping,Landscaping > Install Mailbox - Ground Up,Install Mailbox - Ground Up,Labor > Landscaping > Install Mailbox - Ground Up,each,130,90,150,30,60,no,2026,,Direct anchor match - full mailbox+post set,Anchor: Install Mailboxes $130/60min/$30 mat,high,
Landscaping,Landscaping > Install Misters,Install Misters,Labor > Landscaping > Install Misters,each,250,210,290,50,120,no,2026,,Exact anchor match by name,Anchor: Install Misters $250/120min/$50 mat,high,
Landscaping,Landscaping > Junk Removal,Junk Removal,Labor > Landscaping > Junk Removal,each,200,170,230,0,90,yes,2026,,"Anchor match - debris/junk removal, generates dump run",Anchor: Junk Hauling $200/90min,high,
Landscaping,Landscaping > Lawn Mowing / Edging / Trimming,Lawn Mowing / Edging / Trimming,Labor > Landscaping > Lawn Mowing / Edging / Trimming,each,100,70,130,0,60,no,2026,,"No direct anchor; standard residential cut+edge+trim, solo pro ~1hr",Homeyou/ProMatcher FL lawn mow avg $40-$65/visit; clippings curbside not a dump run,med,
Landscaping,Landscaping > Pool Maintenance,Pool Maintenance,Labor > Landscaping > Pool Maintenance,each,180,155,205,30,90,no,2026,,Anchor match - general pool service/maintenance visit,"Anchor: Pools, General Skills $180/90min/$30 mat",high,
Landscaping,Landscaping > Pour Cement Slab,Pour Cement Slab,Labor > Landscaping > Pour Cement Slab,each,600,510,690,0,360,no,2026,,Exact anchor match - small slab pour,Anchor: Pour Cement Slabs $600/360min,high,
Landscaping,Landscaping > Pressure Wash Driveway,Pressure Wash Driveway,Labor > Landscaping > Pressure Wash Driveway,each,165,140,190,15,90,no,2026,,Anchor match; unit sq ft but Manny prices pressure wash flat; engine handles repeat-unit,Anchor: Pressure Washing $165/90min/$15; Homewyse driveway $0.42-$0.52/sf,high,
Landscaping,Landscaping > Pressure Wash Garage,Pressure Wash Garage,Labor > Landscaping > Pressure Wash Garage,each,165,140,190,15,90,no,2026,,"Anchor match - same pressure wash task, garage floor",Anchor: Pressure Washing $165/90min/$15; Homewyse $0.42-$0.52/sf,high,
Landscaping,Landscaping > Pressure Wash Porch,Pressure Wash Porch,Labor > Landscaping > Pressure Wash Porch,each,165,140,190,15,90,no,2026,,"Anchor match - same pressure wash task, porch/patio",Anchor: Pressure Washing $165/90min/$15; Homewyse $0.42-$0.52/sf,high,
Landscaping,Landscaping > Pressure Wash Sidewalk,Pressure Wash Sidewalk,Labor > Landscaping > Pressure Wash Sidewalk,each,150,105,170,15,75,no,2026,,Anchor-based; sidewalk smaller area than driveway so trimmed slightly,"Anchor: Pressure Washing $165/90min/$15; Homewyse concrete $0.25-$0.40/sf, smaller run",high,
Landscaping,Landscaping > Remount Mailbox Post To Ground,Remount Mailbox Post To Ground,Labor > Landscaping > Remount Mailbox Post To Ground,each,90,65,115,15,45,no,2026,,"Partial of mailbox anchor - reseat post in ground, no new box, less time",Anchor context: Install Mailboxes $130/60min full set; reset existing post only,med,
Landscaping,Landscaping > Remount Mailbox To Post,Remount Mailbox To Post,Labor > Landscaping > Remount Mailbox To Post,each,65,45,85,10,30,no,2026,,"Sub-task of mailbox anchor - box-to-post only, minimal time/hardware",Anchor context: Install Mailboxes $130/60min; remount box to existing post quick fasten,med,
Landscaping,Landscaping > Remove Holiday Lights,Remove Holiday Lights,Labor > Landscaping > Remove Holiday Lights,each,110,75,125,0,60,no,2026,,"Removal-only half of holiday light anchor - ~half labor, no materials",Anchor: Christmas Lights Installation/Removal $220/120min (install+removal combined),high,
Landscaping,Landscaping > Remove Tree,Remove Tree,Labor > Landscaping > Remove Tree,each,300,255,345,0,180,yes,2026,,"Anchor match - small/medium tree removal, debris dump run",Anchor: Tree Removal/Trimming $300/180min; Homeyou Melbourne avg $460-$627/tree,high,
Landscaping,Landscaping > Replace Mailbox - Box Only,Replace Mailbox - Box Only,Labor > Landscaping > Replace Mailbox - Box Only,each,75,50,100,30,30,no,2026,,"Sub-task of mailbox anchor - new box on existing post, full box material half labor",Anchor context: Install Mailboxes $130/60min/$30; box swap on existing post,med,
Landscaping,Landscaping > Solar Maintenance,Solar Maintenance,Labor > Landscaping > Solar Maintenance,each,180,155,205,30,90,no,2026,,"Anchor match - general solar service/cleaning, no panel/electrical work","Anchor: Solar, General Skills $180/90min/$30",high,
Landscaping,Landscaping > Trim Tree,Trim Tree,Labor > Landscaping > Trim Tree,each,250,210,290,0,120,yes,2026,,"Trim side of tree anchor - less time, still generates cuttings for haul-off",Anchor: Tree Removal/Trimming $300/180min; trim lighter than full removal,high,
Landscaping,Landscaping > Weed Removal,Weed Removal,Labor > Landscaping > Weed Removal,each,120,85,155,15,60,no,2026,,"Lighter case of general landscaping anchor - hand/spray weeding, curbside","Anchor context: Landscaping, General Skills $180/90min; weeding is lighter visit",med,
Landscaping,Landscaping > Welding - General,Welding - General,Labor > Landscaping > Welding - General,each,190,160,220,40,90,no,2026,,Exact anchor match - general welding/repair task,"Anchor: Welding, General Skills $190/90min/$40; Angi/HomeGuide mobile weld min $100-$200",high,
Masonry,Masonry > Repair / Replace Damaged / Missing Grout/Mortar,Repair / Replace Damaged / Missing Grout/Mortar,Labor > Masonry > Repair / Replace Damaged / Missing Grout/Mortar,each,125,90,145,25,60,no,2026,,"Anchor match - repoint/regrout mortar joints, cosmetic repair","Anchor: Grout, Replace/Repair $125/60min/$25; Angi mortar repair $10-$20/sf",high,
Masonry,Masonry > Replace Damaged / Missing Brick,Replace Damaged / Missing Brick,Labor > Masonry > Replace Damaged / Missing Brick,each,190,160,220,40,90,no,2026,,"Anchor match - swap damaged/missing brick, veneer/facade repair (non-structural)","Anchor: Brick, Repair $190/90min/$40; Homewyse repair brick $201-$265/brick, Angi veneer $11-$24/sf",high,
Masonry,Masonry > Replace Damaged / Missing Cinder Block,Replace Damaged / Missing Cinder Block,Labor > Masonry > Replace Damaged / Missing Cinder Block,each,190,160,285,40,90,no,2026,Load-bearing block or foundation work may be structural and permitted. We confirm; veneer and repair we handle.,Anchor match on price; VERIFY because CMU can be load-bearing/structural - confirm non-structural on site,"Anchor: Cinder Block, Repair $190/90min/$40; HomeGuide masonry repair $10-$30/sf",med,VERIFY
Masonry,Masonry > Replace Damaged / Missing Slump Block,Replace Damaged / Missing Slump Block,Labor > Masonry > Replace Damaged / Missing Slump Block,each,190,160,220,40,90,no,2026,,"Anchor match - swap damaged slump block, decorative masonry repair","Anchor: Slump Block, Repair $190/90min/$40",high,
Masonry,Masonry > Replace Damaged / Missing Stone Veneer,Replace Damaged / Missing Stone Veneer,Labor > Masonry > Replace Damaged / Missing Stone Veneer,each,195,165,225,45,90,no,2026,,"Anchor match - reset/replace stone veneer pieces, cosmetic facade repair","Anchor: Stone Veneer, Repair $195/90min/$45; Fixr stone siding repair comparable",high,
Materials,Materials > Drywall > Drywall Sheets,Drywall - Drywall Sheets,Labor > Materials > Drywall > Drywall Sheets,each,15,,20,16,0,no,2026,,"Material passthrough per sheet, no labor. material_allowance = retail cost of one 1/2 in 4x8 drywall sheet ~$16; market_price = same retail. Engine applies 25% markup. 5/8 in fire-rate runs a few dollars higher.","Home Depot 1/2 in 4x8 drywall ~$14-16/sheet, 5/8 in ~$18-20 (2026 building materials). Brevard big-box retail.",high,
Materials,Materials > Drywall > Joint Compound,Drywall - Joint Compound,Labor > Materials > Drywall > Joint Compound,each,20,,25,18,0,no,2026,,"Material passthrough per unit (standard 4.5 gal ready-mix box), no labor. material_allowance = retail ~$18; market_price = same. Engine applies 25% markup.",Home Depot all-purpose joint compound 4.5 gal box ~$16-20 (2026); quart/gal tubs less. Brevard big-box retail.,high,
Materials,Materials > Lumber > 2x4 Studs,Lumber - 2x4 Studs,Labor > Materials > Lumber > 2x4 Studs,each,5,,10,5,0,no,2026,,"Material passthrough per stud, no labor. material_allowance = retail cost of one 2x4x8 stud ~$5; market_price = same. Engine applies 25% markup.",Home Depot 2x4x8 #2/premium SPF stud ~$4-6 each (2026 framing studs). Brevard big-box retail.,high,
Materials,Materials > Lumber > Plywood Sheets,Lumber - Plywood Sheets,Labor > Materials > Lumber > Plywood Sheets,each,40,,50,40,0,no,2026,,"Material passthrough per sheet, no labor. material_allowance = retail of a mid-grade 3/4 in 4x8 plywood sheet ~$40; market_price = same. Grade/thickness swings $15 (OSB) to $55+ (hardwood). Engine applies 25% markup.","Home Depot plywood 2026: OSB from $15, BCX ~$28, 3/4 in utility pine ~$35-55, birch $55+. Mid-grade 4x8 sanded/BCX sheet ~$40.",med,
Materials,Materials > Paint > Exterior Paint,Paint - Exterior Paint,Labor > Materials > Paint > Exterior Paint,each,55,,65,55,0,no,2026,,"Material passthrough per gallon, no labor. material_allowance = retail of one gallon mid-grade exterior paint ~$55; market_price = same. Engine applies 25% markup. Premium lines (Duration/Emerald) run higher.","SW exterior commonly $50-$90/gal, premium $100+ (usecalcpro 2026); Behr exterior $28-$55/gal. Mid-grade contractor exterior gal ~$50-60.",high,
Materials,Materials > Paint > Interior Paint,Paint - Interior Paint,Labor > Materials > Paint > Interior Paint,each,45,,50,45,0,no,2026,,"Material passthrough per gallon, no labor. material_allowance = retail of one gallon mid-grade interior paint ~$45; market_price = same. Engine applies 25% markup. Premium lines run higher.","SW interior $45-$110/gal list, ~$30-75 on sale; SuperPaint ~$62, ProMate ~$45; Behr $10-20 cheaper (paintstrategies 2026). Mid-grade interior gal ~$40-50.",high,
Office,Office > Administrative > Documentation,Administrative - Documentation,Labor > Office > Administrative > Documentation,each,50,35,75,0,30,no,2026,,"Non-field/admin -- confirm with Manny. Documentation = writing scopes, reports, photo logs, warranty/paperwork. Priced as ~0.5 hr admin time, flat. Not a field service; often bundled/unbilled.",Non-field admin/office time; contractor admin billed at reduced/flat rate. No market comp - internal rate. Handyman admin $40-$75/hr typical.,low,
Office,Office > Administrative > Permit Processing,Administrative - Permit Processing,Labor > Office > Administrative > Permit Processing,each,150,130,225,0,90,no,2026,Permit-pulling and licensed design or engineering sit outside handyman scope. We coordinate the right licensed professional.,"Non-field/admin -- confirm with Manny. Permit processing = prep application, submit to Brevard/city, coordinate. ~1.5 hr admin time; actual permit/jurisdiction fees are a separate passthrough. VERIFY: as an insured handyman, permit-required work is usually REFER scope - only pull permits for work legally within the FL 489 exemption.",Permit pulling/runner service $100-$300 admin + actual permit fees passthrough (Brevard/municipal fees vary $50-$500+). Non-field admin task.,low,VERIFY
Office,Office > Project Management > Scheduling,Project Management - Scheduling,Labor > Office > Project Management > Scheduling,each,35,25,50,0,20,no,2026,,"Non-field/admin -- confirm with Manny. Scheduling = coordinating trades/deliveries/customer windows. ~0.3 hr admin, flat. Usually absorbed overhead rather than a customer line item.","Non-field coordination time; typically overhead, not a billed line. No market comp - internal rate.",low,
Office,Office > Project Management > Site Supervision,Project Management - Site Supervision,Labor > Office > Project Management > Site Supervision,each,100,70,150,0,60,no,2026,,"Non-field/admin -- confirm with Manny. Site supervision = on-site oversight of subs/multi-trade work, per hour of presence (~$75/hr). Field-adjacent oversight, not hands-on task labor. Applies only to larger managed jobs.","GC/site supervision billed hourly, often 8-15% of job or $50-$100/hr on multi-trade jobs. Field-adjacent but oversight, not hands-on labor.",low,
Plumbing,Plumbing > Bathroom > Toilet > Install Bidet - Ground Up,Bathroom - Toilet - Install Bidet - Ground Up,Labor > Plumbing > Bathroom > Toilet > Install Bidet - Ground Up,each,230,195,345,25,120,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.","Bidet seat on existing supply/toilet = handyman; standalone w/ new dedicated lines = licensed. Ground-up ambiguous, gray.",Angi bidet install $250-1000 (seat) plumber labor $150-600; HomeGuide standalone w/ lines $700-2600,med,VERIFY
Plumbing,Plumbing > Bathroom > Toilet > Install New Toilet - Ground Up,Bathroom - Toilet - Install New Toilet - Ground Up,Labor > Plumbing > Bathroom > Toilet > Install New Toilet - Ground Up,each,190,160,245,30,90,yes,2026,,Set new toilet on existing flange/supply = like-for-like handyman. Haul old unit.,Homewyse install toilet $635-1151 all-in; Angi toilet install w/ haul old,med,
Plumbing,Plumbing > Bathroom > Toilet > Repair Shutoff Valve / Angle Stop,Bathroom - Toilet - Repair Shutoff Valve / Angle Stop,Labor > Plumbing > Bathroom > Toilet > Repair Shutoff Valve / Angle Stop,each,90,65,105,10,45,no,2026,,Simple angle stop repair on existing supply = handyman-legal.,"Anchor Sink,Bathroom shutoff repair analog; Angi angle stop repair $75-150",high,
Plumbing,Plumbing > Bathroom > Toilet > Replace Bidet,Bathroom - Toilet - Replace Bidet,Labor > Plumbing > Bathroom > Toilet > Replace Bidet,each,145,125,220,15,75,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.",Bidet seat swap on existing = handyman; standalone unit = gray. Confirm type on site.,Angi bidet seat install $250-1000; labor $150-600,med,VERIFY
Plumbing,Plumbing > Bathroom > Toilet > Replace High Efficiency Flush Components,Bathroom - Toilet - Replace High Efficiency Flush Components,Labor > Plumbing > Bathroom > Toilet > Replace High Efficiency Flush Components,each,80,55,90,10,45,no,2026,,Internal flush kit (fill valve/flapper/HET dual-flush) swap = handyman-legal.,Anchor: Replace toilet fill valve (customer supplied) $80/45min; flapper $46/25min,high,
Plumbing,Plumbing > Bathroom > Toilet > Replace Mounting Flange,Bathroom - Toilet - Replace Mounting Flange,Labor > Plumbing > Bathroom > Toilet > Replace Mounting Flange,each,175,150,260,20,90,no,2026,"This may cross into permitted plumbing (valve body, moving a drain). We confirm on site and sub if a permit is needed.","Flange replace requires pulling toilet & working the drain connection; gray zone, confirm scope.",Angi toilet flange replace $145-300 avg $145-165,med,VERIFY
Plumbing,Plumbing > Bathroom > Toilet > Replace Shutoff Valve / Angle Stop,Bathroom - Toilet - Replace Shutoff Valve / Angle Stop,Labor > Plumbing > Bathroom > Toilet > Replace Shutoff Valve / Angle Stop,each,115,80,130,15,60,no,2026,,Angle stop swap on existing stub-out = handyman-legal.,"Anchor: Sink,Kitchen,Replace Shutoff Valve $115/60min",high,
Plumbing,Plumbing > Bathroom > Toilet > Replace Tank Seals,Bathroom - Toilet - Replace Tank Seals,Labor > Plumbing > Bathroom > Toilet > Replace Tank Seals,each,90,65,105,10,45,no,2026,,Tank-to-bowl gasket / spud washer / bolt seal swap = handyman-legal.,Angi tank-to-bowl / flush valve seal $75-150; internal parts only,high,
Plumbing,Plumbing > Bathroom > Tub / Shower > Re-Caulk Tub / Shower,Bathroom - Tub / Shower - Re-Caulk Tub / Shower,Labor > Plumbing > Bathroom > Tub / Shower > Re-Caulk Tub / Shower,each,60,35,70,8,30,no,2026,,Cosmetic re-caulk = handyman-legal.,"Anchor: Sink,Bathroom,Caulk $58/30min",high,
Plumbing,Plumbing > Bathroom > Tub / Shower > Repair Mixer Valve (Seals),Bathroom - Tub / Shower - Repair Mixer Valve (Seals),Labor > Plumbing > Bathroom > Tub / Shower > Repair Mixer Valve (Seals),each,145,100,165,15,75,no,2026,,"Reseal/rebuild existing mixer valve (seals only, no body replace) = handyman-legal cartridge-type repair.","HomeGuide shower cartridge replace $100-350, labor $85-265, 30-60min",high,
Plumbing,Plumbing > Bathroom > Tub / Shower > Repair Shower Cartridge (Seals),Bathroom - Tub / Shower - Repair Shower Cartridge (Seals),Labor > Plumbing > Bathroom > Tub / Shower > Repair Shower Cartridge (Seals),each,120,85,140,15,60,no,2026,,Cartridge swap on existing valve = handyman-legal (explicitly allowed).,HomeGuide/Angi shower cartridge replace $100-350 incl labor; part $15-85,high,
Plumbing,Plumbing > Bathroom > Tub / Shower > Repair Trip Lever Drain Assembly,Bathroom - Tub / Shower - Repair Trip Lever Drain Assembly,Labor > Plumbing > Bathroom > Tub / Shower > Repair Trip Lever Drain Assembly,each,95,65,125,15,45,no,2026,,Adjust/repair existing trip-lever linkage = handyman-legal.,Angi/HomeGuide tub drain $500-800 full; trip-lever linkage adjust/parts only here,med,
Plumbing,Plumbing > Bathroom > Tub / Shower > Repair Valve Stem Packings / Seals,Bathroom - Tub / Shower - Repair Valve Stem Packings / Seals,Labor > Plumbing > Bathroom > Tub / Shower > Repair Valve Stem Packings / Seals,each,110,75,145,10,60,no,2026,,Repack/reseal existing compression valve stems = handyman-legal.,Angi valve stem/packing repair; compression stem rebuild ~$100-200,med,
